epoch,input_type,metric_name,layer,value
0,train,loss,,4.726900577545166
0,test,loss,,4.727824687957764
0,train,accuracy,,0.008745594569899491
0,test,accuracy,,0.009397024275646046
0,general,weights_l2,layers.0.weight,8.174346923828125
0,general,weights_l2,layers.1.weight,8.17501449584961
0,general,weights_l2,layers.2.weight,6.1237993240356445
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.3287213146686554
1,test,loss,,8.32963752746582
1,train,accuracy,,0.9983030935909151
1,test,accuracy,,0.006460454189506656
1,general,weights_l2,layers.0.weight,46.96443557739258
1,general,weights_l2,layers.1.weight,49.645355224609375
1,general,weights_l2,layers.2.weight,41.594932556152344
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.0032663997262716293
2,test,loss,,9.115289688110352
2,train,accuracy,,1.0
2,test,accuracy,,0.04150352388410337
2,general,weights_l2,layers.0.weight,55.528358459472656
2,general,weights_l2,layers.1.weight,60.204402923583984
2,general,weights_l2,layers.2.weight,50.48699188232422
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,0.00014902041584718972
3,test,loss,,9.062588691711426
3,train,accuracy,,1.0
3,test,accuracy,,0.08104933437744714
3,general,weights_l2,layers.0.weight,59.35078811645508
3,general,weights_l2,layers.1.weight,64.96985626220703
3,general,weights_l2,layers.2.weight,54.455841064453125
3,train,zero_terms,,0.00013053126223730585
3,train,softmax_collapse,,0.0001305312616750598
4,train,loss,,8.310279554279987e-06
4,test,loss,,8.8125
4,train,accuracy,,1.0
4,test,accuracy,,0.1235317149569303
4,general,weights_l2,layers.0.weight,62.302066802978516
4,general,weights_l2,layers.1.weight,68.66824340820312
4,general,weights_l2,layers.2.weight,57.528255462646484
4,train,zero_terms,,0.003915937867119175
4,train,softmax_collapse,,0.003785406704992056
5,train,loss,,4.861266802436148e-07
5,test,loss,,8.467402458190918
5,train,accuracy,,1.0
5,test,accuracy,,0.17521534847298356
5,general,weights_l2,layers.0.weight,64.767822265625
5,general,weights_l2,layers.1.weight,71.77689361572266
5,general,weights_l2,layers.2.weight,60.11016845703125
